institution.displayName,institution.schoolType,institution.state,institution.city,institution.zip,ranking.displayRank,ranking.sortRank,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.enrollment.rawValue,searchData.satAvg.rawValue,searchData.testAvgs.displayValue.1.value
Aspen University,health,CO,Phoenix,,Unranked,-2,5355,,6385,,N/A
Assumption University,regional-universities-north,MA,Worcester,01609,#54,54,49414,3.5,1705,,N/A
Atenas College,health,PR,Manati,,Unranked,-2,8198,,574,,N/A
Atlanta Metropolitan State College,regional-colleges-south,GA,Atlanta,30310,Unranked,-2,9731,,1605,,N/A
Auburn University,national-universities,AL,Auburn,36849,#93,93,33944,,25379,1240,25-31
Auburn University at Montgomery,regional-universities-south,AL,Montgomery,36124,#63,63,25000,3.4,3757,990,18-25
Augsburg University,regional-universities-midwest,MN,Minneapolis,55454,#17,17,42064,,2358,1188,17-24
Augustana College,national-liberal-arts-colleges,IL,Rock Island,61201,#100,100,49834,3.4,2318,1020,21-28
Augustana University,regional-universities-midwest,SD,Sioux Falls,57197,#17,17,39190,3.7,1831,1110,21-28
Augusta University,national-universities,GA,Augusta,30912,#332,332,22270,,5396,,19-26
Aultman College of Nursing and Health Sciences,health,OH,Canton,,Unranked,-2,19310,,259,,N/A
Aurora University,national-universities,IL,Aurora,60506,#303,303,27420,,4114,960,19-24
Austin College,national-liberal-arts-colleges,TX,Sherman,75090,#93,93,46025,3.6,1169,1130,23-29
Austin Community College District,unranked,TX,,,Unranked,-2,10590,,35609,,N/A
Austin Peay State University,regional-universities-south,TN,Clarksville,37044,#33,33,14305,3.3,8120,,18-24
Ave Maria University,national-liberal-arts-colleges,FL,Ave Maria,34142,#182,182,28224,,1251,,N/A
Averett University,regional-colleges-south,VA,Danville,24541,#15,15,38550,3,1122,910,17-22
Avila University,regional-universities-midwest,MO,Kansas City,64145,#109,109,22390,,1024,933,17-23
Azusa Pacific University,national-universities,CA,Azusa,91702,#236,236,42330,3.8,2588,1045,23-28
Babson College,specialty-business,MA,Babson Park,02457,Unranked,-2,56032,,2761,,N/A
Bacone College,regional-colleges-west,OK,Muskogee,74403,#45-48,-1,15060,,266,938,14-17
Baker College,regional-universities-midwest,MI,Owosso,48867,#149-164,-1,12710,3.2,3778,,N/A
Bakersfield College,regional-colleges-west,CA,Bakersfield,93305,Unranked,-2,9560,,24479,,N/A
Baker University,national-universities,KS,Baldwin City,66006,#345,345,33800,3.3,1187,1000,17-23
Baldwin Wallace University,regional-universities-midwest,OH,Berea,44017,#6,6,37538,,2744,1043,20-27
Ball State University,national-universities,IN,Muncie,47306,#216,216,28766,3.6,14416,1090,23-28
Baptist Bible College,faith,MO,Springfield,65803,Unranked,-2,15690,,236,,N/A
Baptist College of Florida,regional-colleges-south,FL,Graceville,32440,#14,14,12450,,405,930,17-23
Baptist Health Sciences University,health,TN,Memphis,38104,Unranked,-2,13078,,910,,N/A
Baptist Missionary Association Theological Seminary,faith,TX,Jacksonville,75766,Unranked,-2,8850,,51,,N/A
Barclay College,regional-colleges-midwest,KS,Haviland,,#48,48,24990,,168,,N/A
Bard College,national-liberal-arts-colleges,NY,Annandale on Hudson,12504,#72,72,60270,,2171,,N/A
Bard College at Simon's Rock,regional-colleges-north,MA,Great Barrington,01230,#32,32,66594,,304,,N/A
Barnard College,national-liberal-arts-colleges,NY,New York,10027,#11,11,66246,,3442,1440,32-34
Barry University,national-universities,FL,Miami Shores,33161,#395-435,-1,32500,,3122,880,17-22
Barton College,regional-colleges-south,NC,Wilson,27893,#10,10,35600,3.2,1187,970,17-23
Bates College,national-liberal-arts-colleges,ME,Lewiston,04240,#24,24,63478,,1790,1310,31-33
Bayamon Central University,regional-universities-south,PR,Bayamon,00960,#123-135,-1,5594,,759,,N/A
Baylor University,national-universities,TX,Waco,76798,#93,93,54844,,15213,1230,28-33
Bay Path University,regional-universities-north,MA,Longmeadow,01106,#123,123,37227,,1338,1020,N/A
Bay State College,regional-colleges-north,MA,Boston,02116,#41-44,-1,2900,,346,,N/A
Beacon College,regional-colleges-south,FL,Leesburg,34748,#3,3,47110,3.3,501,,N/A
Belhaven University,national-universities,MS,Jackson,39202,#395-435,-1,29195,3.5,1501,980,18-24
Bellarmine University,national-universities,KY,Louisville,40205,#280,280,46780,3.6,2343,1100,21-27
Bellevue College,regional-colleges-west,WA,Bellevue,98007,Unranked,-2,9838,,11546,,N/A
Bellevue University,regional-universities-midwest,NE,Bellevue,68005,#149-164,-1,8790,,8903,,N/A
Bellin College,health,WI,Green Bay,54305,Unranked,-2,21900,,514,,N/A
Bellingham Technical College,regional-colleges-west,WA,Bellingham,98225,Unranked,-2,5357,,1915,,N/A
Belmont Abbey College,regional-colleges-south,NC,Belmont,28012,#30,30,19500,3.2,1475,950,18-26
Belmont University,national-universities,TN,Nashville,37212,#236,236,41320,3.8,7376,1150,24-30
Beloit College,national-liberal-arts-colleges,WI,Beloit,53511,#86,86,58554,3.3,964,1190,26-31
Bemidji State University,regional-universities-midwest,MN,Bemidji,56601,#83,83,10130,,3877,,19-25
Benedict College,regional-colleges-south,SC,Columbia,29204,#86,86,18000,3.2,1796,820,14-20
Benedictine College,regional-colleges-midwest,KS,Atchison,66002,#8,8,35350,3.6,2261,1095,22-28
Benedictine University,regional-universities-midwest,IL,Lisle,60532,#56,56,34290,3.3,2042,980,19-27
Benjamin Franklin Institute of Technology,regional-colleges-north,MA,Boston,02116,Unranked,-2,18228,,476,,N/A
Bennett College,national-liberal-arts-colleges,NC,Greensboro,27401,#180,180,18550,,207,,N/A
Bennington College,national-liberal-arts-colleges,VT,Bennington,05201,#112,112,64644,3.6,785,1260,29-33
Bentley University,regional-universities-north,MA,Waltham,02452,#1,1,58610,,4131,1258,28-32
Berea College,national-liberal-arts-colleges,KY,Berea,40404,#30,30,726,3.6,1433,1136,23-27
Berkeley College (NJ),regional-universities-north,NJ,Woodland Park,07424,#151-167,-1,28600,2.8,1944,,N/A
Berkeley College (NY),regional-colleges-north,NY,New York,10017,#36,36,28600,2.5,1818,,N/A
Berklee College of Music,regional-universities-north,MA,Boston,02215,#39,39,50270,,7499,,N/A
Berry College,regional-universities-south,GA,Mount Berry,30149,#5,5,40416,3.8,2243,1110,21-29
Bethany College (KS),regional-colleges-midwest,KS,Lindsborg,67456,#63,63,31305,3.2,744,882,15-22
Bethany College (WV),national-liberal-arts-colleges,WV,Bethany,26032,#186-204,-1,32640,,545,870,18-26
Bethany Lutheran College,national-liberal-arts-colleges,MN,Mankato,56001,#159,159,30010,3.5,784,990,20-25
Bethel College,regional-colleges-midwest,KS,North Newton,67117,#23,23,34002,3.5,495,850,18-24
Bethel University (IN),regional-universities-midwest,IN,Mishawaka,46545,#47,47,33320,3.4,1150,980,16-26
Bethel University (MN),national-universities,MN,St. Paul,55112,#236,236,42930,3.6,2533,,20-28
Bethel University (TN),regional-universities-south,TN,McKenzie,38201,#110,110,18168,,2332,,15-21
Bethune-Cookman University,national-liberal-arts-colleges,FL,Daytona Beach,32114,#186-204,-1,14794,3.3,2628,830,15-18
Binghamton University--SUNY,national-universities,NY,Binghamton,13902,#73,73,28203,3.9,14402,1340,29-34
Biola University,national-universities,CA,La Mirada,90639,#236,236,46704,0,3499,1105,23-30
Birmingham-Southern College,national-liberal-arts-colleges,AL,Birmingham,35254,#135,135,22750,3.7,975,1150,22-29
Bismarck State College,regional-colleges-midwest,ND,Bismarck,58506,#39,39,8790,,3771,,16-22
Blackburn College,regional-colleges-midwest,IL,Carlinville,62626,#35,35,26758,,414,888,16-24
Black Hills State University,regional-universities-midwest,SD,Spearfish,57799,#145,145,11866,,3261,990,18-25
Blessing-Rieman College of Nursing and Health Sciences,health,IL,Quincy,62305,Unranked,-2,29180,,141,,N/A
Bluefield State University,regional-colleges-south,WV,Bluefield,24701,#57,57,17100,3.4,1281,880,17-23
Bluefield University,regional-universities-south,VA,Bluefield,24605,#104,104,29420,,718,,N/A
Blue Mountain Christian University,regional-colleges-south,MS,Blue Mountain,38610,#17,17,19280,3.6,892,1000,18-25
Bluffton University,regional-colleges-midwest,OH,Bluffton,45817,#22,22,36298,,664,843,16-24
Bob Jones University,regional-universities-south,SC,Greenville,29614,#24,24,23350,3.4,2665,,N/A
Boise State University,national-universities,ID,Boise,83725,#332,332,26976,3.5,22962,950,20-27
Bon Secours Memorial College of Nursing,health,VA,Richmond,,Unranked,-2,15300,,427,,N/A
Boricua College,regional-colleges-north,NY,New York,10032,#23,23,12025,,377,,N/A
Boston Architectural College,specialty-arts,MA,Boston,02115,Unranked,-2,22144,,290,,N/A
Boston College,national-universities,MA,Chestnut Hill,02467,#39,39,67680,,9484,1435,33-35
Boston University,national-universities,MA,Boston,02215,#43,43,65168,3.9,18459,1350,31-34
Bowdoin College,national-liberal-arts-colleges,ME,Brunswick,04011,#9,9,64910,,1915,1460,33-35
Bowie State University,regional-universities-north,MD,Bowie,20715,#130,130,19839,3.2,5378,800,15-20
Bowling Green State University,national-universities,OH,Bowling Green,43403,#280,280,21424,3.6,13853,990,20-25
Bradley University,national-universities,IL,Peoria,61625,#185,185,39680,3.8,4143,1050,24-30
Brandeis University,national-universities,MA,Waltham,02454,#60,60,62722,3.8,3687,1340,31-34
Brazosport College,regional-colleges-west,TX,Lake Jackson,77566,Unranked,-2,4748,,3916,,N/A
Brenau University,national-universities,GA,Gainesville,30501,#394-435,-1,33275,3.4,1367,970,18-23
Brescia University,regional-colleges-south,KY,Owensboro,42301,#44,44,30450,,577,920,18-25
Brevard College,regional-colleges-south,NC,Brevard,28712,#33,33,31250,3.2,732,960,18-22
Brewton-Parker College,regional-colleges-south,GA,Mount Vernon,30445,#91-99,-1,20040,3.2,911,900,17-21
Briar Cliff University,national-universities,IA,Sioux City,51104,#394-435,-1,34498,3.2,709,,17-22
Bridgewater College,national-liberal-arts-colleges,VA,Bridgewater,22812,#167,167,41350,,1385,1020,22-28
Bridgewater State University,regional-universities-north,MA,Bridgewater,02325,#91,91,17444,3.3,8116,1030,19-25
Brigham Young University,national-universities,UT,Provo,84602,#115,115,6496,3.9,31401,1280,27-32
Brigham Young University--Hawaii,regional-colleges-west,HI,Laie Oahu,96762,#9,9,6250,,2893,1075,21-27
Brigham Young University--Idaho,regional-colleges-west,ID,Rexburg,83460,#8,8,4536,,44304,990,20-26
Brookline College--Albuquerque,health,NM,Albuquerque,,Unranked,-2,91801,,556,,N/A
Brookline College-Phoenix,health,AZ,Phoenix,,Unranked,-2,89404,,1000,,N/A
Broward College,regional-colleges-south,FL,Fort Lauderdale,33301,#47,47,10329,,30057,,N/A
Brown University,national-universities,RI,Providence,02912,#9,9,68230,,7639,1490,34-36
Bryan College,regional-universities-south,TN,Dayton,37321,#63,63,18050,,1376,,N/A
Bryan College of Health Sciences,health,NE,Lincoln,,Unranked,-2,17870,,620,,N/A
Bryant & Stratton College--Wauwatosa,unranked,WI,,,Unranked,-2,19267,,1229,,N/A
Bryant University,regional-universities-north,RI,Smithfield,02917,#6,6,51169,3.5,3153,1163,27-32
Bryn Athyn College of the New Church,national-liberal-arts-colleges,PA,Bryn Athyn,19009,#174,174,28669,3.2,272,980,19-21
Bryn Mawr College,national-liberal-arts-colleges,PA,Bryn Mawr,19010,#30,30,62560,,1409,1280,29-35
Bucknell University,national-liberal-arts-colleges,PA,Lewisburg,17837,#30,30,64772,3.6,3747,1310,30-33
Buena Vista University,regional-universities-midwest,IA,Storm Lake,50588,#47,47,40190,3.5,1474,930,20-24
Bushnell University,regional-universities-west,OR,Eugene,97401,#73,73,34740,3.5,508,920,N/A
Butler University,regional-universities-midwest,IN,Indianapolis,46208,#1,1,45980,3.9,4427,1110,24-30
Cabarrus College of Health Sciences,health,NC,Concord,28025,Unranked,-2,15560,,438,,N/A
Cairn University,regional-universities-north,PA,Langhorne,19047,#144,144,31355,,844,,N/A
Caldwell University,regional-universities-north,NJ,Caldwell,07006,#80,80,39660,3.3,1605,1013,N/A
California Baptist University,regional-universities-west,CA,Riverside,92504,#30,30,40030,3.5,8223,940,19-25
California College of the Arts,specialty-arts,CA,San Francisco,94107,Unranked,-2,57946,,1249,,N/A
California Institute of Technology,national-universities,CA,Pasadena,91125,#7,7,63255,,982,,N/A
California Institute of the Arts,regional-universities-west,CA,Valencia,91355,#28,28,55056,,965,,N/A
California Lutheran University,regional-universities-west,CA,Thousand Oaks,91360,#11,11,50670,3.8,2513,1150,26-30
California Polytechnic State University -- Humboldt,regional-universities-west,CA,Arcata,95521,#32,32,19744,3.5,5308,1040,21-24
California Polytechnic State University--San Luis Obispo,regional-universities-west,CA,San Luis Obispo,93407,#1,1,26970,3.9,20963,1240,28-33
California State Polytechnic University--Pomona,regional-universities-west,CA,Pomona,91768,#3,3,19318,3.8,25181,,N/A
California State University--Bakersfield,regional-universities-west,CA,Bakersfield,93311,#34,34,17212,3.5,8188,900,16-22
California State University--Channel Islands,regional-universities-west,CA,Camarillo,93012,#28,28,18697,,6471,,N/A
California State University--Chico,regional-universities-west,CA,Chico,95929,#16,16,19944,3.4,12885,930,20-28
California State University--Dominguez Hills,regional-universities-west,CA,Carson,90747,#38,38,17876,3.2,13816,,N/A
California State University--East Bay,national-universities,CA,Hayward,94542,#280,280,18875,,12114,,N/A
"California State University, Fresno",national-universities,CA,Fresno,93740,#185,185,13112,3.5,21305,880,16-24
California State University--Fullerton,national-universities,CA,Fullerton,92831,#133,133,18954,3.7,35239,910,18-27
California State University--Long Beach,national-universities,CA,Long Beach,90840,#105,105,17200,3.7,32711,,N/A
California State University--Los Angeles,regional-universities-west,CA,Los Angeles,90032,#21,21,17388,3.4,22536,,N/A
California State University--Maritime Academy,regional-colleges-west,CA,Vallejo,94590,#2,2,18996,,880,,N/A
California State University--Monterey Bay,regional-universities-west,CA,Seaside,93955,#14,14,19233,3.5,6253,1008,20-28
California State University--Northridge,regional-universities-west,CA,Northridge,91330,#25,25,18949,3.4,31957,,N/A
"California State University, Sacramento",regional-universities-west,CA,Sacramento,95819,#18,18,19482,3.5,28389,860,17-22
California State University--San Bernardino,national-universities,CA,San Bernardino,92407,#170,170,14311,3.4,16813,,17-22
"California State University, San Marcos",regional-universities-west,CA,San Marcos,92096,#28,28,17232,3.3,12917,870,17-25
California State University--Stanislaus,regional-universities-west,CA,Turlock,95382,#10,10,19698,3.4,8926,,N/A
Calumet College of St. Joseph,regional-universities-midwest,IN,Whiting,46394,#149-164,-1,22730,2.6,563,813,12-17
Calvary University,regional-colleges-midwest,MO,Kansas City,64147,#64,64,12500,,303,870,18-22
Calvin University,regional-universities-midwest,MI,Grand Rapids,49546,#4,4,38670,3.8,2960,1120,25-30
Cambridge College,regional-universities-north,MA,Cambridge,02138,Unranked,-2,17190,,988,,N/A
Cameron University,regional-universities-west,OK,Lawton,73505,#97,97,16320,3.4,3133,,16-21
Campbellsville University,regional-universities-south,KY,Campbellsville,42718,#100,100,26100,,4666,,N/A
Campbell University,national-universities,NC,Buies Creek,27506,#320,320,40410,3.5,2965,1000,19-25
Canisius University,regional-universities-north,NY,Buffalo,14208,#33,33,32720,3.6,1788,1050,22-28
Capital University,regional-universities-midwest,OH,Columbus,43209,#47,47,41788,3.5,1938,960,18-24
Capitol Technology University,national-universities,MD,Laurel,20708,#395-435,-1,27004,,331,,N/A
Caribbean University,regional-universities-south,PR,Bayamon,00960,#123-135,-1,5966,,617,,N/A
Carleton College,national-liberal-arts-colleges,MN,Northfield,55057,#9,9,65457,,2034,1430,32-35
Carlow University,regional-universities-north,PA,Pittsburgh,15213,#87,87,35628,3.5,1247,908,21-23
Carnegie Mellon University,national-universities,PA,Pittsburgh,15213,#24,24,63829,3.9,7509,1490,34-35
Carolinas College of Health Sciences,health,NC,,,Unranked,-2,16179,,473,,N/A
Carroll College,regional-colleges-west,MT,Helena,59625,#3,3,40352,3.7,1160,1080,13-29
Carroll University,regional-universities-midwest,WI,Waukesha,53186,#38,38,37230,3.5,2771,1060,22-28
Carson-Newman University,national-universities,TN,Jefferson City,37760,#361,361,34700,3.6,1528,980,19-26
Carthage College,regional-universities-midwest,WI,Kenosha,53140,#32,32,36500,3.3,2559,1040,20-26
Cascadia College,regional-colleges-west,WA,Bothell,98011,Unranked,-2,10426,,1996,,N/A
Case Western Reserve University,national-universities,OH,Cleveland,44106,#53,53,62234,3.8,6017,1410,32-35
Castleton University,regional-universities-north,VT,Castleton,05735,#136,136,30046,,1744,958,16-22
Catawba College,regional-colleges-south,NC,Salisbury,28144,#6,6,33400,3.6,1094,1000,18-27
The Catholic University of America,national-universities,DC,Washington,20064,#178,178,55834,3.5,3011,1110,22-29
Cedar Crest College,regional-universities-north,PA,Allentown,18104,#87,87,44934,3.4,953,960,N/A
Cedarville University,regional-universities-midwest,OH,Cedarville,45314,#21,21,36078,,4533,1130,23-29
CEM College--San Juan,health,PR,San Juan,,Unranked,-2,12300,,236,,N/A
Centenary College,national-liberal-arts-colleges,LA,Shreveport,71104,#139,139,40000,,523,1080,21-27
Centenary University,regional-universities-north,NJ,Hackettstown,07840,#106,106,35934,,1128,990,15-22
Central Baptist College,regional-colleges-south,AR,Conway,72032,#68,68,19680,,564,841,17-24
Central Christian College of Kansas,regional-colleges-midwest,KS,McPherson,67460,#68-74,-1,30800,3.1,536,,N/A
Central College,national-liberal-arts-colleges,IA,Pella,50219,#135,135,20988,3.6,1169,1040,19-26
Central Connecticut State University,regional-universities-north,CT,New Britain,06050,#69,69,25736,3.2,7665,940,18-24
Centralia College,regional-colleges-west,WA,Centralia,98531,Unranked,-2,5381,,2153,,N/A
Central Methodist University -- College of Liberal Arts and Sciences,regional-colleges-midwest,MO,Fayette,65248,#27,27,27140,3.3,1080,923,18-23
Central Michigan University,national-universities,MI,Mount Pleasant,48859,#260,260,14790,3.5,10421,980,21-27
Central Penn College,regional-colleges-north,PA,Summerdale,17093,#35,35,19404,,872,,N/A
Central State University,regional-colleges-midwest,OH,Wilberforce,45384,#68-74,-1,9830,2.8,5406,770,14-18
Central Washington University,regional-universities-west,WA,Ellensburg,98926,#37,37,26393,3.1,8609,940,N/A
Centre College,national-liberal-arts-colleges,KY,Danville,40422,#51,51,50550,3.8,1357,1195,26-34
Chadron State College,regional-universities-midwest,NE,Chadron,69337,#132,132,7834,,1800,,N/A
Chamberlain University,health,IL,Downers Grove,60515,Unranked,-2,20410,,13324,,N/A
Chaminade University of Honolulu,regional-universities-west,HI,Honolulu,96816,#30,30,29970,3.5,1118,,N/A
Champlain College,regional-universities-north,VT,Burlington,05401,#91,91,45550,3.5,1784,1163,27-31
Chapman University,national-universities,CA,Orange,92866,#133,133,62784,,7869,1200,26-31
Charles R. Drew University of Medicine and Science,health,CA,Los Angeles,90059,Unranked,-2,18800,,246,,N/A
Charleston Southern University,regional-universities-south,SC,Charleston,29423,#59,59,29990,3.4,2836,940,18-23
Chatham University,national-universities,PA,Pittsburgh,15232,#209,209,43810,,1499,1060,21-29
Chestnut Hill College,regional-universities-north,PA,Philadelphia,19118,#121,121,39410,,1072,900,N/A
Cheyney University of Pennsylvania,national-liberal-arts-colleges,PA,Cheyney,19319,#182,182,18870,,642,,N/A
Chicago School of Professional Psychology at Los Angeles,health,CA,Los Angeles,,Unranked,-2,13224,,223,,N/A
Chicago State University,regional-universities-midwest,IL,Chicago,60628,#149-164,-1,13638,,1502,,N/A
Chipola College,regional-colleges-south,FL,Marianna,32446,Unranked,-2,8950,,1826,,N/A
Chowan University,regional-colleges-south,NC,Murfreesboro,27855,#68,68,27110,3,800,970,18-24
Christ College of Nursing and Health Sciences,health,OH,Cincinnati,,Unranked,-2,16472,,879,,N/A
Christian Brothers University,regional-universities-south,TN,Memphis,38104,#13,13,37300,3.8,1253,920,19-27
Christopher Newport University,regional-universities-south,VA,Newport News,23606,#7,7,30588,3.8,4449,1100,22-29
"The Citadel, The Military College of South Carolina",regional-universities-south,SC,Charleston,29409,#2,2,36614,3.8,2695,1090,23-27
Claflin University,national-liberal-arts-colleges,SC,Orangeburg,29115,#159,159,17046,3,1749,840,17-21
Claremont McKenna College,national-liberal-arts-colleges,CA,Claremont,91711,#11,11,64150,,1386,1440,33-35
Clark Atlanta University,national-universities,GA,Atlanta,30314,#361,361,26446,3.3,3427,860,17-20
Clark College,regional-colleges-west,WA,Vancouver,98663,Unranked,-2,10133,,6921,,N/A
Clarke University,national-universities,IA,Dubuque,52001,#280,280,39600,3.3,785,890,18-23
Clarkson College,health,NE,Omaha,68131,Unranked,-2,14880,,616,,N/A
Clarkson University,national-universities,NY,Potsdam,13699,#142,142,57950,3.8,2668,1190,25-30
Clarks Summit University,regional-universities-north,PA,Clarks Summit,18411,#151-167,-1,29700,,467,,N/A
Clark University,national-universities,MA,Worcester,01610,#142,142,55187,3.7,2389,1250,28-33
Clayton State University,regional-universities-south,GA,Morrow,30260,#91,91,19486,3.2,5283,890,16-20
Clear Creek Baptist Bible College,faith,KY,Pineville,40977,Unranked,-2,9970,,134,,N/A
Cleary University,specialty-business,MI,Howell,48843,Unranked,-2,13629,,612,,N/A
Clemson University,national-universities,SC,Clemson,29634,#86,86,39502,,22566,1220,28-32
Cleveland Institute of Art,specialty-arts,OH,Cleveland,44106,Unranked,-2,47880,3.5,584,,N/A
Cleveland Institute of Music,specialty-arts,OH,Cleveland,44106,Unranked,-2,42370,,208,,N/A
Cleveland State University,national-universities,OH,Cleveland,44115,#320,320,17875,3.3,9950,,18-25
Cleveland University--Kansas City,health,KS,Overland Park,66210,Unranked,-2,14400,,91,,N/A
Clover Park Technical College,regional-colleges-west,WA,Lakewood,98499,Unranked,-2,5909,,2846,,N/A
Coastal Carolina University,regional-universities-south,SC,Conway,29528,#36,36,29628,3.7,9794,1020,20-25
Coe College,national-liberal-arts-colleges,IA,Cedar Rapids,52402,#130,130,52576,3.6,1264,1080,22-28
Coker University,regional-universities-south,SC,Hartsville,29550,#67,67,31764,,1171,940,16-24
Colby College,national-liberal-arts-colleges,ME,Waterville,04901,#25,25,66600,,2299,1430,32-34
Colby-Sawyer College,regional-colleges-north,NH,New London,03257,#12,12,18400,3.4,864,960,22-27
Colegio Universitario de San Juan,regional-colleges-south,PR,San Juan,,#91-99,-1,2340,,675,,N/A
Colgate University,national-liberal-arts-colleges,NY,Hamilton,13346,#21,21,67024,3.9,3130,1410,32-34
College for Creative Studies,specialty-arts,MI,Detroit,48202,Unranked,-2,49435,3.4,1451,,N/A
College of Biblical Studies--Houston,faith,TX,Houston,,Unranked,-2,7475,,418,,N/A
College of Central Florida,regional-colleges-south,FL,Ocala,34474,Unranked,-2,10632,,5492,,N/A
College of Charleston,regional-universities-south,SC,Charleston,29424,#9,9,36858,,9972,1130,24-30
College of Coastal Georgia,regional-colleges-south,GA,Brunswick,31520,#68,68,12756,3.2,3147,900,15-22
College of Idaho,regional-colleges-west,ID,Caldwell,83605,#7,7,36205,,1054,1070,23-29
College of Menominee Nation,tribal,WI,Keshena,,Unranked,-2,6200,,191,,N/A
College of Mount St. Vincent,regional-colleges-north,NY,Bronx,10471,#9,9,42740,3.3,2259,968,22-23
The College of New Jersey,regional-universities-north,NJ,Ewing,08628,#4,4,30774,,7039,1140,24-30
College of Saint Mary,regional-universities-midwest,NE,Omaha,68106,#76,76,23340,3.4,540,1010,18-24
The College of Saint Rose,regional-universities-north,NY,Albany,12203,#119,119,37452,,1798,,N/A
College of Southern Nevada,regional-colleges-west,NV,Las Vegas,89146,Unranked,-2,11869,,29942,,N/A
College of St. Benedict,national-liberal-arts-colleges,MN,St. Joseph,56321,#73,73,53884,3.7,1443,1055,20-27
The College of St. Scholastica,national-universities,MN,Duluth,55811,#216,216,40454,3.5,1938,1088,22-27
College of the Atlantic,national-liberal-arts-colleges,ME,Bar Harbor,04609,#156,156,46179,3.8,377,1230,27-32
College of the Holy Cross,national-liberal-arts-colleges,MA,Worcester,01610,#27,27,60850,,3233,1260,28-32
College of the Ozarks,regional-colleges-midwest,MO,Point Lookout,65726,#3,3,20990,3.6,1487,1065,20-25
The College of Westchester,regional-colleges-north,NY,White Plains,10606,#33,33,23598,,873,,N/A
The College of Wooster,national-liberal-arts-colleges,OH,Wooster,44691,#75,75,59550,3.7,1967,1250,27-32
Colorado Christian University,regional-universities-west,CO,Lakewood,80226,#51,51,39266,,7602,1130,23-30
Colorado College,national-liberal-arts-colleges,CO,Colorado Springs,80903,#33,33,65028,,2241,,N/A
Colorado Mesa University,regional-colleges-west,CO,Grand Junction,81501,#20,20,26034,3.3,8681,930,18-25
Colorado Mountain College,regional-colleges-west,CO,Glenwood Springs,81601,#43,43,11820,,5184,,N/A
Colorado School of Mines,national-universities,CO,Golden,80401,#76,76,42120,3.9,5733,1330,30-33
Colorado State University,national-universities,CO,Fort Collins,80523,#151,151,33752,3.7,26062,1070,23-29
Colorado State University--Pueblo,regional-universities-west,CO,Pueblo,81001,#82,82,21479,3.3,4772,900,17-25
Colorado Technical University,national-universities,CO,Colorado Springs,80907,#395-435,-1,12696,,21161,,N/A
Columbia Basin College,regional-colleges-west,WA,Pasco,99301,Unranked,-2,7738,,6089,,N/A
Columbia Central University--Caguas,health,PR,Caguas,,Unranked,-2,7830,,2217,,N/A
Columbia College Chicago,regional-universities-midwest,IL,Chicago,60605,#124,124,32214,3.4,6424,,N/A
Columbia College Hollywood,specialty-arts,CA,Tarzana,,Unranked,-2,26175,,493,,N/A
Columbia College (MO),regional-universities-midwest,MO,Columbia,65216,#149-164,-1,24326,,6351,,N/A
Columbia College (SC),regional-universities-south,SC,Columbia,29203,#33,33,21450,2.9,1173,850,14-18
Columbia International University,regional-universities-south,SC,Columbia,29203,#45,45,27900,,1001,990,16-25
Columbia University,national-universities,NY,New York,10027,#12,12,65524,,8832,1470,34-35
Columbus College of Art and Design,specialty-arts,OH,Columbus,43215,Unranked,-2,38150,,976,,N/A
Columbus State University,regional-universities-south,GA,Columbus,31907,#64,64,20662,3.3,6022,820,16-23
Commonwealth University of Pennsylvania,regional-universities-north,PA,,,Unranked,-2,18919,,0,,N/A
Community College of Denver,regional-colleges-west,CO,Denver,80204,Unranked,-2,16235,,7091,,N/A
Conception Seminary College,faith,MO,Conception,64433,Unranked,-2,24248,,27,,N/A
Concordia College--Moorhead,national-liberal-arts-colleges,MN,Moorhead,56562,#146,146,28916,3.6,1827,1410,21-28
Concordia University Ann Arbor,regional-universities-midwest,MI,Ann Arbor,48105,Unranked,-2,34250,,968,,N/A
Concordia University Chicago,regional-universities-midwest,IL,River Forest,60305,#101,101,36258,3.2,1293,,N/A
Concordia University -- Irvine,national-universities,CA,Irvine,92612,#345,345,41390,3.6,1699,1030,21-29
Concordia University (NE),regional-universities-midwest,NE,Seward,68434,#76,76,39330,3.6,2675,1000,19-25
"Concordia University, St. Paul",regional-universities-midwest,MN,St. Paul,55104,#92,92,25000,3.2,3035,,22-28
Concordia University Texas,regional-universities-west,TX,Austin,78726,#79,79,35620,,1708,885,15-25
Concordia University Wisconsin,national-universities,WI,Mequon,53097,#304,304,34250,,2817,,20-27
Concord University,regional-universities-south,WV,Athens,24712,#86,86,20600,3.4,1399,890,18-23
Connecticut College,national-liberal-arts-colleges,CT,New London,06320,#46,46,64812,3.8,1948,1360,30-33
Converse University,regional-universities-south,SC,Spartanburg,29302,#23,23,23096,,804,,N/A
Cooper Union for the Advancement of Science and Art,regional-colleges-north,NY,New York,10003,#2,2,46820,3.7,899,1380,32-35
Coppin State University,regional-universities-north,MD,Baltimore,21216,#151-167,-1,13789,,1757,860,13-21
Corban University,regional-universities-west,OR,Salem,97301,#71,71,35767,,886,1003,21-26
Cornell College,national-liberal-arts-colleges,IA,Mount Vernon,52314,#116,116,50634,3.6,1060,1170,23-30
Cornell University,national-universities,NY,Ithaca,14853,#12,12,66014,,15735,1470,33-35
Cornerstone University,regional-universities-midwest,MI,Grand Rapids,49525,#60,60,29100,3.6,1433,980,21-27
