institution.displayName,institution.state,institution.city,institution.isPublic,ranking.displayRank,searchData.tuition.rawValue,searchData.acceptanceRate.rawValue,searchData.hsGpaAvg.rawValue,searchData.enrollment.rawValue,searchData.testAvgs.displayValue.0.value,searchData.testAvgs.displayValue.1.value
University of Redlands,CA,Redlands,True,#7,55678,82,3.8,2312,1113-1278,25-30
University of Rhode Island,RI,Kingston,True,#151,35804,76,3.6,13927,1050-1270,25-30
University of Richmond,VA,Univ. of Richmond,True,#25,62600,24,3.8,3145,1400-1530,32-34
University of Rio Grande,OH,Rio Grande,True,#62,20060,,,1850,N/A,N/A
University of Rochester,NY,Rochester,True,#47,64384,39,3.8,6767,1390-1540,31-34
University of Saint Francis,IN,Fort Wayne,True,#76,35420,98,3.3,1576,930-1130,18-24
University of Saint Joseph,CT,West Hartford,True,#80,45908,75,3.5,831,1070-1275,N/A
University of Saint Katherine,CA,San Marcos,True,#45-48,28800,66,3.5,204,N/A,N/A
University of Saint Mary,KS,Leavenworth,True,#95,33890,82,3.3,903,935-1066,16-23
University of San Diego,CA,San Diego,True,#98,56444,53,3.9,5669,N/A,N/A
University of San Francisco,CA,San Francisco,True,#115,58222,71,3.7,6018,1210-1410,27-31
University of Science and Arts of Oklahoma,OK,Chickasha,True,#186-204,19470,56,,825,N/A,N/A
University of Scranton,PA,Scranton,True,#5,52034,84,3.5,3593,1150-1320,25-31
University of Silicon Valley,CA,San Jose,True,#14,27850,65,2.8,379,850-1010,N/A
University of Sioux Falls,SD,Sioux Falls,True,#76,20740,76,3.5,1325,1010-1130,19-25
University of South Alabama,AL,Mobile,True,#382,22640,65,,8491,1003-1200,20-26
University of South Carolina,SC,Columbia,True,#124,33928,64,3.6,27343,1180-1380,27-32
University of South Carolina Aiken,SC,Aiken,True,#59,21218,76,,3145,950-1180,18-24
University of South Carolina Beaufort,SC,Bluffton,True,#44,21776,80,3.1,2053,930-1160,18-25
University of South Carolina Upstate,SC,Spartanburg,True,#22,23260,79,2.4,4458,950-1150,20-25
University of South Dakota,SD,Vermillion,True,#269,12942,99,3.5,7132,1020-1300,19-25
University of Southern California,CA,Los Angeles,True,#28,68237,12,3.8,20699,1450-1550,32-35
University of Southern Indiana,IN,Evansville,True,#76,21788,94,3.5,5539,1030-1240,21-26
University of Southern Maine,ME,Portland,True,#144,26470,87,,5956,995-1230,19-24
University of Southern Mississippi,MS,Hattiesburg,True,#352,11618,99,3.4,10258,N/A,19-27
University of South Florida,FL,Tampa,True,#89,17324,44,,38046,1140-1330,24-29
University of St. Francis,IL,Joliet,True,#280,37000,58,3.5,1417,980-1180,22-30
University of St. Thomas (MN),MN,St. Paul,True,#163,52284,78,3.7,5942,1120-1350,21-28
University of St. Thomas (TX),TX,Houston,True,#216,33660,97,3.6,2729,1010-1300,24-29
University of Tampa,FL,Tampa,True,#16,33424,26,3.5,9602,1080-1280,22-28
University of Tennessee at Chattanooga,TN,Chattanooga,True,#345,25966,83,3.6,9884,1023-1210,20-26
University of Tennessee at Martin,TN,Martin,True,#27,15952,88,3.6,6170,1020-1240,19-25
University of Tennessee Health Sciences Center,TN,Memphis,True,Unranked,20425,,,264,N/A,N/A
"University of Tennessee, Knoxville",TN,Knoxville,True,#105,31434,68,3.7,27039,1170-1330,25-31
University of Tennessee Southern,TN,Pulaski,True,#47,10200,80,3.5,896,1025-1160,19-23
The University of Texas at Arlington,TX,Arlington,True,#236,29660,81,,30791,1000-1240,18-26
University of Texas at Austin,TX,Austin,True,#32,41070,31,,41309,N/A,29-34
The University of Texas at Dallas,TX,Richardson,True,#115,44812,85,,21617,1170-1430,24-32
The University of Texas at El Paso,TX,El Paso,True,#304,24952,100,3.3,20165,870-1090,16-22
University of Texas at San Antonio,TX,San Antonio,True,#280,26798,87,,29654,1010-1220,19-26
The University of Texas at Tyler,TX,Tyler,True,#361,25198,94,3.4,6971,1000-1220,19-24
University of Texas Health Science Center--Houston,TX,Houston,True,Unranked,37872,,,685,N/A,N/A
University of Texas Health Science Center--San Antonio,TX,San Antonio,True,Unranked,22277,,,787,N/A,N/A
University of Texas Medical Branch--Galveston,TX,Galveston,True,Unranked,24213,,,672,N/A,N/A
University of Texas Permian Basin,TX,Odessa,True,#52,23212,95,3.4,4640,910-1090,16-21
University of Texas Rio Grande Valley,TX,Edinburg,True,#227,19333,87,,26434,910-1120,16-22
University of the Arts,PA,Philadelphia,True,Unranked,51130,80,,1170,N/A,N/A
University of the Cumberlands,KY,Williamsburg,True,#395-435,9875,83,3.4,5174,980-1160,16-23
University of the District of Columbia,DC,Washington,True,#148,18260,61,,3061,N/A,N/A
University of the Incarnate Word,TX,San Antonio,True,#296,35660,93,3.5,4724,910-1140,15-23
University of the Ozarks,AR,Clarksville,True,#7,25950,60,3.4,784,960-1150,19-24
University of the Pacific,CA,Stockton,True,#142,55340,93,3.6,3294,1120-1423,25-33
University of the Potomac,DC,Washington,True,Unranked,6660,,,171,N/A,N/A
The University of the South,TN,Sewanee,True,#51,53704,52,,1613,1233-1380,27-32
University of the Southwest,NM,Hobbs,True,#105-115,17200,,,414,N/A,N/A
University of the Virgin Islands,VI,St. Thomas,True,#73,15520,97,3.1,1378,800-990,21-23
University of the West,CA,Rosemead,True,Unranked,14018,,,77,N/A,N/A
University of Toledo,OH,Toledo,True,#280,21280,92,3.5,11965,1060-1280,21-28
University of Tulsa,OK,Tulsa,True,#195,48102,69,3.6,2647,1070-1350,21-30
University of Utah,UT,Salt Lake City,True,#115,33045,89,3.7,26355,1190-1390,22-29
University of Valley Forge,PA,Phoenixville,True,#36,23750,82,3.4,508,930-1135,17-21
University of Vermont,VT,Burlington,True,#133,43890,60,3.8,11898,1260-1430,28-32
University of Virginia,VA,Charlottesville,True,#24,58950,19,,17496,1400-1540,32-34
University of Virginia--Wise,VA,Wise,True,#165,31546,76,3.5,1737,915-1160,19-25
University of Washington,WA,Seattle,True,#40,41997,48,3.8,36872,1300-1520,29-34
University of Washington Bothell,WA,Bothell,True,Unranked,40722,83,,5454,N/A,N/A
University of Washington Tacoma,WA,Tacoma,True,#13,42171,88,3.4,4090,980-1240,19-24
University of West Alabama,AL,Livingston,True,#79,20090,69,,2427,N/A,17-21
University of West Florida,FL,Pensacola,True,#27,18628,48,3.7,9305,1020-1190,21-26
University of West Georgia,GA,Carrollton,True,#382,20852,80,3.4,8687,930-1140,17-22
University of Wisconsin--Eau Claire,WI,Eau Claire,True,#21,17487,85,3.6,8923,1100-1310,21-27
University of Wisconsin--Green Bay,WI,Green Bay,True,#66,16091,91,,9257,N/A,18-25
University of Wisconsin--La Crosse,WI,La Crosse,True,#249,18814,82,3.6,9352,1115-1290,21-26
University of Wisconsin--Madison,WI,Madison,True,#35,40603,49,3.8,37230,1350-1510,28-33
University of Wisconsin--Milwaukee,WI,Milwaukee,True,#332,21514,95,3.2,18751,N/A,18-25
University of Wisconsin--Oshkosh,WI,Oshkosh,True,#332,15368,89,3.2,11773,N/A,18-23
University of Wisconsin--Parkside,WI,Kenosha,True,#103,16489,90,3.2,3255,N/A,17-24
University of Wisconsin--Platteville,WI,Platteville,True,#60,16800,88,,6266,N/A,20-26
University of Wisconsin--River Falls,WI,River Falls,True,#60,16128,85,3.4,4772,N/A,18-25
University of Wisconsin--Stevens Point,WI,Stevens Point,True,#47,17854,89,3.5,7313,1040-1220,19-25
University of Wisconsin--Stout,WI,Menomonie,True,#67,18706,85,3.4,6246,1096-1263,19-26
University of Wisconsin--Superior,WI,Superior,True,#124,16400,83,3.3,2206,1110-1270,17-23
University of Wisconsin--Whitewater,WI,Whitewater,True,#43,17810,93,3.3,9375,950-1180,18-24
University of Wyoming,WY,Laramie,True,#216,22718,96,3.5,8518,1030-1240,20-27
Upper Iowa University,IA,Fayette,True,#149-164,33639,65,,2510,855-1065,17-24
Ursinus College,PA,Collegeville,True,#86,59176,82,3.6,1527,1180-1380,28-32
Ursuline College,OH,Pepper Pike,True,#88,37860,85,3.6,625,1056-1155,19-26
Utah State University,UT,Logan,True,#269,24802,94,3.6,24835,1050-1320,20-27
Utah Tech University,UT,Saint George,True,#32,17644,97,3.4,12481,871-1198,18-24
Utah Valley University,UT,Orem,True,#104,17830,,,40542,N/A,N/A
Utica University,NY,Utica,True,#64,25468,81,3.3,2678,1084-1250,23-32
Valdosta State University,GA,Valdosta,True,#395-435,17062,91,3.3,7589,950-1130,17-22
Valencia College,FL,Orlando,True,Unranked,9383,,,43599,N/A,N/A
Valley City State University,ND,Valley City,True,#29,13478,85,3.4,1521,N/A,17-23
Valparaiso University,IN,Valparaiso,True,#201,46588,94,3.7,2349,1140-1360,27-30
Vanderbilt University,TN,Nashville,True,#18,63946,7,3.9,7151,1490-1570,34-35
VanderCook College of Music,IL,Chicago,True,Unranked,29800,100,,88,N/A,N/A
Vanguard University of Southern California,CA,Costa Mesa,True,#44,39950,75,3.4,1958,1140,21-28
Vassar College,NY,Poughkeepsie,True,#16,67805,19,,2459,1430-1535,32-34
Vaughn College of Aeronautics and Technology,NY,Flushing,True,#16,26550,75,2.7,1175,832-1110,25-26
Vermont State University,VT,Johnson,True,#151-167,26892,75,,1495,N/A,N/A
Villa Maria College,NY,Buffalo,True,#41-44,26960,76,,452,800-1110,N/A
Villanova University,PA,Villanova,True,#67,64906,23,3.9,6989,1380-1500,32-34
Vincennes University,IN,Vincennes,True,#68-74,15253,,,16389,N/A,N/A
Virginia Commonwealth University,VA,Richmond,True,#142,38247,91,3.7,20958,1030-1290,22-30
Virginia Military Institute,VA,Lexington,True,#63,49722,71,3.7,1512,1105-1300,22-29
Virginia State University,VA,Petersburg,True,#41,21253,96,,4242,830-1040,15-21
Virginia Tech,VA,Blacksburg,True,#47,36090,57,,30434,1220-1420,26-32
Virginia Union University,VA,Richmond,True,#186-204,14230,81,2.6,1318,813-990,14-24
Virginia Wesleyan University,VA,Virginia Beach,True,#174,36960,81,3.3,1479,1150-1380,27-31
Viterbo University,WI,La Crosse,True,#74,32350,72,3.5,1385,1060-1240,22-27
Voorhees University,SC,Denmark,True,#52,12630,,3,473,N/A,N/A
Wabash College,IN,Crawfordsville,True,#59,49125,61,3.6,835,1122-1320,22-30
Wade College,TX,Dallas,True,Unranked,17132,,,216,N/A,N/A
Wagner College,NY,Staten Island,True,#69,52000,69,3.6,1591,1090-1290,24-29
Wake Forest University,NC,Winston-Salem,True,#47,64758,21,,5447,1380-1510,31-34
Waldorf University,IA,Forest City,True,#149-164,24526,72,,2088,N/A,N/A
Walla Walla University,WA,College Place,True,#54,33027,65,3.5,1314,1030-1240,19-26
Walsh College,MI,Troy,True,Unranked,20757,,,578,N/A,N/A
Walsh University,OH,North Canton,True,#352,34595,72,,1558,1030-1320,20-26
Warner Pacific University,OR,Portland,True,#11,21010,76,,406,N/A,N/A
Warner University,FL,Lake Wales,True,#104,28044,53,,782,830-1070,15-23
Warren Wilson College,NC,Asheville,True,#186-204,40290,84,,723,N/A,24-30
Wartburg College,IA,Waverly,True,#156,51040,97,3.6,1416,970-1120,19-25
Washburn University,KS,Topeka,True,#103,20530,98,3.4,4733,N/A,17-23
Washington Adventist University,MD,Takoma Park,True,#151-167,25200,51,,582,N/A,N/A
Washington and Lee University,VA,Lexington,True,#21,64525,17,,1867,1410-1533,32-34
Washington College,MD,Chestertown,True,#93,54266,75,3.7,955,1190-1390,25-29
Washington & Jefferson College,PA,Washington,True,#89,28185,88,3.5,1149,1010-1250,19-28
Washington State University,WA,Pullman,True,#178,29073,83,3.5,22612,N/A,N/A
Washington University in St. Louis,MO,St. Louis,True,#24,62982,11,,8132,1500-1570,33-35
Wayland Baptist University,TX,Plainview,True,#105-115,23286,70,3.4,2275,870-1145,16-22
Waynesburg University,PA,Waynesburg,True,#111,29460,76,3.6,1116,960-1200,19-25
Wayne State College,NE,Wayne,True,#92,7923,100,3.3,3860,N/A,18-25
Wayne State University,MI,Detroit,True,#201,31614,75,3.4,16116,980-1230,20-28
Webber International University,FL,Babson Park,True,#80,30368,46,,776,N/A,N/A
Webb Institute,NY,Glen Cove,True,Unranked,61060,21,3.9,102,N/A,N/A
Weber State University,UT,Ogden,True,#59,17084,100,3.3,28903,N/A,18-24
Webster University,MO,St. Louis,True,#32,30730,56,3.6,1909,1014-1325,20-27
Welch College,TN,Gallatin,True,#17,20776,83,3.6,342,930-1230,19-28
Wellesley College,MA,Wellesley,True,#4,64320,14,,2447,1430-1550,33-35
Wells College,NY,Aurora,True,#152,35166,68,,342,N/A,N/A
Wenatchee Valley College,WA,Wenatchee,True,Unranked,5458,,,2661,N/A,N/A
Wentworth Institute of Technology,MA,Boston,True,#33,41010,92,3.4,3713,1120-1340,25-31
Wesleyan College,GA,Macon,True,#6,27650,62,,695,1033-1210,22-25
Wesleyan University,CT,Middletown,True,#11,67016,14,,3069,1440-1550,33-35
West Chester University of Pennsylvania,PA,West Chester,True,#209,22261,88,3.5,14392,1080-1260,23-30
Westcliff University,CA,Irvine,True,Unranked,17550,65,,1300,N/A,N/A
West Coast University,CA,Anaheim,True,Unranked,22889,,,2971,N/A,N/A
Western Carolina University,NC,Cullowhee,True,#227,8532,85,3.4,9956,1020-1240,19-26
Western Colorado University,CO,Gunnison,True,#74,23683,92,3.4,3098,1010-1270,21-28
Western Connecticut State University,CT,Danbury,True,#101,25239,85,,4172,N/A,N/A
Western Illinois University,IL,Macomb,True,#38,12848,75,3.4,5309,860-1110,17-26
Western Kentucky University,KY,Bowling Green,True,#361,27000,97,3.5,14440,980-1170,18-25
Western Michigan University,MI,Kalamazoo,True,#304,18218,85,3.5,14397,990-1220,19-27
Western Nevada College,NV,Carson City,True,Unranked,12144,,,3528,N/A,N/A
Western New England University,MA,Springfield,True,#236,46430,88,3.5,2406,1090-1280,24-29
Western New Mexico University,NM,Silver City,True,#105-115,17193,100,,2377,N/A,N/A
Western Oregon University,OR,Monmouth,True,#60,30582,84,3.4,3320,985-1220,N/A
Western Washington University,WA,Bellingham,True,#24,27855,93,3.5,13801,1130-1340,25-30
Westfield State University,MA,Westfield,True,#94,17962,94,,4239,980-1190,17-22
West Liberty University,WV,West Liberty,True,#62,8150,74,,2087,890-1175,18-24
West Los Angeles College,CA,Culver City,True,Unranked,9870,,,9481,N/A,N/A
Westminster College (MO),MO,Fulton,True,#164,33144,97,,654,880-1160,18-24
Westminster College (PA),PA,New Wilmington,True,#112,39770,92,3.5,1222,1060-1280,21-26
Westminster University (UT),UT,Salt Lake City,True,#21,41936,70,3.6,968,1166-1373,23-29
Westmont College,CA,Santa Barbara,True,#107,51790,82,3.6,1293,1210-1420,30-33
West Texas A&M University,TX,Canyon,True,#56,10834,92,3.5,6898,900-1100,18-23
West Virginia State University,WV,Institute,True,#103,14588,96,3.3,3634,N/A,N/A
West Virginia University,WV,Morgantown,True,#216,26568,77,3.7,19059,1000-1220,20-26
West Virginia University Institute of Technology,WV,Beckley,True,Unranked,19584,66,,1619,N/A,N/A
West Virginia University--Parkersburg,WV,Parkersburg,True,Unranked,9124,,,2346,N/A,N/A
West Virginia Wesleyan College,WV,Buckhannon,True,#24,33494,96,3.5,889,910-1140,18-23
Whatcom Community College,WA,Bellingham,True,Unranked,10731,,,3850,N/A,N/A
Wheaton College (IL),IL,Wheaton,True,#56,43930,89,3.7,2187,1250-1430,28-33
Wheaton College (MA),MA,Norton,True,#75,62080,80,3.7,1667,1200-1400,27-32
Wheeling University,WV,Wheeling,True,#49,28290,73,3.3,594,910-1130,17-22
Whitman College,WA,Walla Walla,True,#46,61492,48,3.6,1493,1293-1473,30-33
Whittier College,CA,Whittier,True,#93,49864,94,3.4,1131,1140-1340,24-30
Whitworth University,WA,Spokane,True,#7,50920,91,3.7,2045,1110-1350,19-27
Wichita State University,KS,Wichita,True,#332,18226,68,3.5,12696,953-1260,19-26
Widener University,PA,Chester,True,#227,53638,88,3.4,2555,1105-1290,N/A
Wilberforce University,OH,Wilberforce,True,#62,13250,39,,544,780-1147,15-20
Wiley College,TX,Marshall,True,#34,12500,40,2.5,698,N/A,13-17
Wilkes University,PA,Wilkes-Barre,True,#269,42286,94,3.5,2000,1060-1260,21-26
Willamette University,OR,Salem,True,#75,48226,81,3.7,1367,1230-1420,27-33
William Carey University,MS,Hattiesburg,True,#356,14685,57,,3337,980-1320,21-29
William Jewell College,MO,Liberty,True,#8,19890,41,3.6,829,1030-1130,20-26
William & Mary,VA,Williamsburg,True,#53,48841,33,3.9,6797,1375-1520,32-34
William Paterson University of New Jersey,NJ,Wayne,True,#69,24464,92,,6604,N/A,N/A
William Peace University,NC,Raleigh,True,#24,33050,63,3.2,713,1033-1151,19-27
William Penn University,IA,Oskaloosa,True,#57,27800,58,,1304,830-1030,16-21
Williams Baptist University,AR,Walnut Ridge,True,#40,20330,59,3.5,562,1150-1150,18-24
Williams College,MA,Williamstown,True,#1,64860,8,,2152,1480-1570,34-35
William Woods University,MO,Fulton,True,#395-435,27480,68,,781,N/A,N/A
Wilmington College,OH,Wilmington,True,#29,31087,87,,1032,960-1150,17-23
Wilmington University,DE,New Castle,True,#395-435,12030,,,8332,N/A,N/A
Wilson College,PA,Chambersburg,True,#150,27006,94,3.5,966,970-1120,N/A
Wingate University,NC,Wingate,True,#376,41516,86,3.3,2510,960-1180,18-25
Winona State University,MN,Winona,True,#35,17224,77,3.5,5421,1000-1270,19-25
Winston-Salem State University,NC,Winston-Salem,True,#260,16932,81,,4726,880-1040,15-19
Winthrop University,SC,Rock Hill,True,#11,30196,70,3.9,3741,980-1195,19-26
Wisconsin Lutheran College,WI,Milwaukee,True,#19,35080,94,3.5,1003,1038-1243,22-27
Wittenberg University,OH,Springfield,True,#152,44602,94,3.6,1258,1020-1316,20-27
Wofford College,SC,Spartanburg,True,#59,54100,60,3.7,1823,1200-1353,27-31
Woodbury University,CA,Burbank,True,#40,44886,63,3.4,868,N/A,N/A
Worcester Polytechnic Institute,MA,Worcester,True,#82,58870,57,,5246,N/A,N/A
Worcester State University,MA,Worcester,True,#96,17366,88,3.3,4478,1020-1222,22-26
Wright State University,OH,Dayton,True,#394-435,19494,95,3.3,6938,917-1162,17-24
Xavier University,OH,Cincinnati,True,#201,48125,84,3.7,4860,1120-1310,23-30
Xavier University of Louisiana,LA,New Orleans,True,#16,27870,95,3.7,2696,1000-1160,20-25
Yakima Valley College,WA,Yakima,True,Unranked,5488,,,3643,N/A,N/A
Yale University,CT,New Haven,True,#5,64700,5,,6645,1500-1580,33-35
Yeshiva University,NY,New York,True,#105,49900,63,3.5,2207,1250-1500,26-33
York College--CUNY,NY,Jamaica,True,#130,19028,59,3,6199,N/A,N/A
York College of Pennsylvania,PA,York,True,#80,24606,96,3.5,3335,1010-1220,22-27
York University,NE,York,True,#45,20900,62,,435,790-1160,14-24
Young Harris College,GA,Young Harris,True,#186-204,30905,75,,1388,N/A,N/A
Youngstown State University,OH,Youngstown,True,#101,10838,78,,9377,930-1180,18-24
